appointment_id,date,scheduled_time,carrier_id,carrier_name,dock_door,destination_zone,shipment_size,pallet_count,expected_duration_mins,po_number,priority
APT-000240,2026-02-12,2026-02-12 11:45,CAR-014,Northstar Logistics,5,B,small,10,26,PO-970800,standard
APT-000241,2026-02-12,2026-02-12 10:30,CAR-020,Titan Transport,3,B,small,4,31,PO-202091,standard
APT-000242,2026-02-12,2026-02-12 17:30,CAR-010,Juno Carriers,6,C,small,4,27,PO-118578,expedited
APT-000243,2026-02-12,2026-02-12 11:30,CAR-013,Meridian Movers,1,B,medium,18,45,PO-646872,standard
APT-000244,2026-02-12,2026-02-12 12:45,CAR-019,Summit Logistics,2,A,small,3,38,PO-467465,expedited
APT-000245,2026-02-12,2026-02-12 10:00,CAR-028,Beacon Express,7,B,small,2,28,PO-183358,standard
APT-000246,2026-02-12,2026-02-12 09:15,CAR-012,Lodestar Freight,1,C,medium,15,50,PO-187413,expedited
APT-000247,2026-02-12,2026-02-12 15:30,CAR-027,Atlas Logistics,8,A,medium,25,56,PO-333488,standard
APT-000248,2026-02-12,2026-02-12 10:15,CAR-029,Crest Transport,5,A,small,8,27,PO-985602,standard
APT-000249,2026-02-12,2026-02-12 20:15,CAR-003,Coastal Transit Co,8,D,medium,17,43,PO-764635,standard
APT-000250,2026-02-12,2026-02-12 07:45,CAR-002,Blue Ridge Logistics,6,B,small,7,35,PO-668568,expedited
APT-000251,2026-02-12,2026-02-12 09:15,CAR-006,Freightliner Prime,4,A,small,7,40,PO-568922,standard
APT-000252,2026-02-12,2026-02-12 06:30,CAR-001,Apex Freight,7,B,medium,18,52,PO-732447,standard
APT-000253,2026-02-12,2026-02-12 07:00,CAR-015,Omega Transport,8,B,large,31,70,PO-184948,standard
APT-000254,2026-02-12,2026-02-12 11:00,CAR-005,Eastern Express,9,C,medium,22,39,PO-600132,hot
APT-000255,2026-02-13,2026-02-13 21:15,CAR-022,Vanguard Carriers,8,A,small,6,25,PO-611205,standard
APT-000256,2026-02-13,2026-02-13 11:30,CAR-016,Pacific Haul,7,D,medium,17,48,PO-605040,standard
APT-000257,2026-02-13,2026-02-13 10:30,CAR-006,Freightliner Prime,3,D,large,42,99,PO-689844,standard
APT-000258,2026-02-13,2026-02-13 11:15,CAR-020,Titan Transport,7,D,large,46,100,PO-496855,standard
APT-000259,2026-02-13,2026-02-13 09:30,CAR-016,Pacific Haul,1,A,small,7,40,PO-862973,hot
APT-000260,2026-02-13,2026-02-13 12:45,CAR-026,Zenith Transit,6,B,medium,12,36,PO-594325,expedited
APT-000261,2026-02-13,2026-02-13 07:00,CAR-010,Juno Carriers,6,D,small,7,39,PO-178218,hot
APT-000262,2026-02-13,2026-02-13 20:15,CAR-008,Horizon Logistics,5,C,large,31,81,PO-720692,hot
APT-000263,2026-02-13,2026-02-13 20:30,CAR-013,Meridian Movers,3,A,small,3,26,PO-790346,expedited
APT-000264,2026-02-13,2026-02-13 13:15,CAR-008,Horizon Logistics,6,A,small,8,38,PO-425069,standard
APT-000265,2026-02-13,2026-02-13 10:45,CAR-027,Atlas Logistics,10,C,medium,25,37,PO-328731,hot
APT-000266,2026-02-13,2026-02-13 18:30,CAR-028,Beacon Express,8,B,small,3,34,PO-209303,hot
APT-000267,2026-02-13,2026-02-13 12:45,CAR-028,Beacon Express,8,B,small,9,40,PO-883544,standard
APT-000268,2026-02-13,2026-02-13 11:45,CAR-006,Freightliner Prime,10,C,small,2,27,PO-133188,standard
APT-000269,2026-02-13,2026-02-13 11:00,CAR-010,Juno Carriers,3,C,medium,22,41,PO-354913,expedited
APT-000270,2026-02-13,2026-02-13 13:45,CAR-017,Quantum Freight,5,B,large,44,71,PO-443203,standard
APT-000271,2026-02-13,2026-02-13 16:30,CAR-002,Blue Ridge Logistics,2,B,large,39,86,PO-496526,standard
APT-000272,2026-02-13,2026-02-13 17:30,CAR-007,Global Supply Inc,3,B,large,34,89,PO-953348,standard
APT-000273,2026-02-13,2026-02-13 09:15,CAR-027,Atlas Logistics,10,C,large,48,86,PO-499551,expedited
APT-000274,2026-02-13,2026-02-13 15:30,CAR-005,Eastern Express,2,C,medium,26,48,PO-714383,standard
APT-000275,2026-02-13,2026-02-13 19:15,CAR-008,Horizon Logistics,7,A,small,9,20,PO-216379,standard
APT-000276,2026-02-13,2026-02-13 10:30,CAR-028,Beacon Express,4,A,medium,25,39,PO-312683,standard
APT-000277,2026-02-13,2026-02-13 16:00,CAR-029,Crest Transport,7,B,large,35,75,PO-174024,expedited
APT-000278,2026-02-13,2026-02-13 07:30,CAR-030,Drift Logistics,3,D,large,44,76,PO-344664,expedited
APT-000279,2026-02-13,2026-02-13 15:45,CAR-024,Xenith Shipping,5,A,small,3,25,PO-900798,expedited
APT-000280,2026-02-14,2026-02-14 14:00,CAR-001,Apex Freight,6,B,small,7,34,PO-103394,standard
APT-000281,2026-02-14,2026-02-14 08:45,CAR-008,Horizon Logistics,2,A,large,36,98,PO-614632,standard
APT-000282,2026-02-14,2026-02-14 20:00,CAR-002,Blue Ridge Logistics,9,C,medium,15,55,PO-727078,standard
APT-000283,2026-02-14,2026-02-14 16:30,CAR-019,Summit Logistics,3,D,large,51,74,PO-590367,standard
APT-000284,2026-02-14,2026-02-14 09:30,CAR-009,Ironside Shipping,3,A,small,5,26,PO-411371,standard
APT-000285,2026-02-14,2026-02-14 15:30,CAR-020,Titan Transport,2,C,medium,20,49,PO-810328,standard
APT-000286,2026-02-14,2026-02-14 06:00,CAR-018,Ridgeline Shipping,2,B,medium,12,57,PO-684510,expedited
APT-000287,2026-02-14,2026-02-14 10:15,CAR-013,Meridian Movers,10,C,medium,16,43,PO-646351,expedited
APT-000288,2026-02-14,2026-02-14 09:15,CAR-030,Drift Logistics,5,C,small,5,35,PO-668934,expedited
APT-000289,2026-02-14,2026-02-14 10:30,CAR-019,Summit Logistics,5,A,small,7,39,PO-812909,expedited
APT-000290,2026-02-15,2026-02-15 14:15,CAR-026,Zenith Transit,4,C,large,28,65,PO-924339,standard
APT-000291,2026-02-15,2026-02-15 09:30,CAR-028,Beacon Express,4,B,large,52,100,PO-887812,standard
APT-000292,2026-02-15,2026-02-15 07:45,CAR-015,Omega Transport,4,B,medium,21,52,PO-536516,hot
APT-000293,2026-02-15,2026-02-15 15:45,CAR-001,Apex Freight,2,A,small,10,37,PO-119431,hot
APT-000294,2026-02-15,2026-02-15 15:45,CAR-021,UnionLine Co,4,A,large,40,60,PO-881872,standard
APT-000295,2026-02-15,2026-02-15 12:00,CAR-025,Yukon Haulers,1,A,large,40,66,PO-779659,standard
APT-000296,2026-02-15,2026-02-15 19:00,CAR-023,Western Freight,9,B,large,36,70,PO-182040,expedited
APT-000297,2026-02-15,2026-02-15 10:00,CAR-016,Pacific Haul,9,C,large,36,85,PO-401537,expedited
APT-000298,2026-02-15,2026-02-15 15:30,CAR-027,Atlas Logistics,5,A,large,36,88,PO-453504,expedited
APT-000299,2026-02-16,2026-02-16 09:15,CAR-025,Yukon Haulers,9,A,large,39,57,PO-911802,standard
APT-000300,2026-02-16,2026-02-16 13:45,CAR-008,Horizon Logistics,5,B,large,48,58,PO-550169,standard
APT-000301,2026-02-16,2026-02-16 11:00,CAR-002,Blue Ridge Logistics,1,B,large,52,79,PO-102024,hot
APT-000302,2026-02-16,2026-02-16 13:15,CAR-030,Drift Logistics,3,A,large,28,97,PO-712877,standard
APT-000303,2026-02-16,2026-02-16 10:15,CAR-024,Xenith Shipping,8,D,medium,26,63,PO-775956,expedited
APT-000304,2026-02-16,2026-02-16 14:00,CAR-026,Zenith Transit,4,A,large,44,83,PO-865849,standard
APT-000305,2026-02-16,2026-02-16 11:00,CAR-022,Vanguard Carriers,7,D,large,51,82,PO-920463,hot
APT-000306,2026-02-16,2026-02-16 08:45,CAR-015,Omega Transport,2,A,large,38,59,PO-579988,standard
APT-000307,2026-02-16,2026-02-16 13:45,CAR-011,Keystone Transit,9,D,large,32,57,PO-368896,hot
APT-000308,2026-02-16,2026-02-16 14:15,CAR-005,Eastern Express,1,A,medium,25,54,PO-469050,hot
APT-000309,2026-02-16,2026-02-16 09:30,CAR-022,Vanguard Carriers,10,B,medium,21,64,PO-109114,expedited
APT-000310,2026-02-16,2026-02-16 14:45,CAR-010,Juno Carriers,5,D,small,7,36,PO-146967,hot
APT-000311,2026-02-16,2026-02-16 11:00,CAR-015,Omega Transport,10,A,large,47,89,PO-207432,standard
APT-000312,2026-02-16,2026-02-16 06:30,CAR-028,Beacon Express,10,A,large,41,86,PO-999277,standard
APT-000313,2026-02-16,2026-02-16 13:30,CAR-026,Zenith Transit,4,D,small,1,23,PO-263635,hot
APT-000314,2026-02-16,2026-02-16 11:15,CAR-012,Lodestar Freight,6,B,small,9,30,PO-238403,hot
APT-000315,2026-02-16,2026-02-16 10:00,CAR-030,Drift Logistics,4,A,small,3,35,PO-762448,standard
APT-000316,2026-02-16,2026-02-16 08:45,CAR-019,Summit Logistics,7,D,small,7,28,PO-804772,expedited
APT-000317,2026-02-16,2026-02-16 09:00,CAR-025,Yukon Haulers,1,D,medium,16,62,PO-965350,standard
APT-000318,2026-02-16,2026-02-16 12:15,CAR-003,Coastal Transit Co,6,D,large,45,80,PO-276938,hot
APT-000319,2026-02-16,2026-02-16 12:15,CAR-025,Yukon Haulers,2,B,medium,15,51,PO-575236,standard
APT-000320,2026-02-16,2026-02-16 11:00,CAR-022,Vanguard Carriers,9,C,medium,26,56,PO-911322,standard
APT-000321,2026-02-16,2026-02-16 06:00,CAR-003,Coastal Transit Co,10,A,small,7,39,PO-315208,standard
APT-000322,2026-02-16,2026-02-16 07:45,CAR-009,Ironside Shipping,4,C,small,3,36,PO-929588,standard
APT-000323,2026-02-16,2026-02-16 09:00,CAR-026,Zenith Transit,4,A,small,3,40,PO-678086,expedited
APT-000324,2026-02-16,2026-02-16 10:00,CAR-001,Apex Freight,4,B,large,38,59,PO-408355,expedited
APT-000325,2026-02-16,2026-02-16 13:30,CAR-030,Drift Logistics,10,A,large,43,88,PO-818415,expedited
APT-000326,2026-02-16,2026-02-16 16:00,CAR-029,Crest Transport,4,C,medium,15,53,PO-121947,standard
APT-000327,2026-02-16,2026-02-16 12:30,CAR-029,Crest Transport,5,D,small,4,35,PO-151266,standard
APT-000328,2026-02-16,2026-02-16 16:15,CAR-002,Blue Ridge Logistics,10,B,large,39,82,PO-996779,expedited
APT-000329,2026-02-17,2026-02-17 21:15,CAR-002,Blue Ridge Logistics,1,B,large,32,86,PO-980391,hot
APT-000330,2026-02-17,2026-02-17 12:15,CAR-016,Pacific Haul,8,C,medium,25,56,PO-779745,expedited
APT-000331,2026-02-17,2026-02-17 08:00,CAR-030,Drift Logistics,8,A,small,6,37,PO-750010,standard
APT-000332,2026-02-17,2026-02-17 13:45,CAR-022,Vanguard Carriers,3,B,large,39,79,PO-480666,standard
APT-000333,2026-02-17,2026-02-17 11:30,CAR-019,Summit Logistics,9,C,small,9,30,PO-518329,standard
APT-000334,2026-02-17,2026-02-17 10:00,CAR-003,Coastal Transit Co,3,A,medium,11,49,PO-455883,hot
APT-000335,2026-02-17,2026-02-17 12:30,CAR-028,Beacon Express,4,C,medium,14,62,PO-101938,standard
APT-000336,2026-02-17,2026-02-17 12:45,CAR-023,Western Freight,1,B,large,33,71,PO-518034,expedited
APT-000337,2026-02-17,2026-02-17 21:00,CAR-008,Horizon Logistics,1,D,medium,13,41,PO-417168,standard
APT-000338,2026-02-17,2026-02-17 13:00,CAR-005,Eastern Express,10,A,large,28,99,PO-462880,standard
APT-000339,2026-02-17,2026-02-17 12:00,CAR-001,Apex Freight,7,A,medium,25,44,PO-346177,expedited
APT-000340,2026-02-17,2026-02-17 16:15,CAR-022,Vanguard Carriers,2,A,small,6,37,PO-132737,hot
APT-000341,2026-02-17,2026-02-17 13:00,CAR-002,Blue Ridge Logistics,1,D,large,51,59,PO-919980,standard
APT-000342,2026-02-17,2026-02-17 15:00,CAR-006,Freightliner Prime,6,C,large,46,96,PO-963495,hot
APT-000343,2026-02-17,2026-02-17 12:45,CAR-010,Juno Carriers,8,A,large,35,96,PO-579733,expedited
APT-000344,2026-02-17,2026-02-17 15:15,CAR-020,Titan Transport,9,B,medium,13,48,PO-190288,standard
APT-000345,2026-02-17,2026-02-17 10:30,CAR-025,Yukon Haulers,3,B,large,32,99,PO-262016,standard
APT-000346,2026-02-17,2026-02-17 20:15,CAR-002,Blue Ridge Logistics,7,B,medium,17,35,PO-845094,expedited
APT-000347,2026-02-17,2026-02-17 07:00,CAR-019,Summit Logistics,8,B,medium,19,55,PO-655267,standard
APT-000348,2026-02-17,2026-02-17 11:15,CAR-009,Ironside Shipping,1,C,small,3,36,PO-296623,standard
APT-000349,2026-02-17,2026-02-17 12:00,CAR-010,Juno Carriers,9,A,small,3,33,PO-914587,standard
APT-000350,2026-02-17,2026-02-17 11:30,CAR-030,Drift Logistics,8,A,medium,18,64,PO-496602,hot
APT-000351,2026-02-17,2026-02-17 21:15,CAR-010,Juno Carriers,4,D,medium,26,40,PO-650206,standard
APT-000352,2026-02-17,2026-02-17 10:00,CAR-019,Summit Logistics,7,B,small,9,29,PO-857598,standard
APT-000353,2026-02-17,2026-02-17 14:15,CAR-011,Keystone Transit,4,C,small,4,39,PO-419991,standard
APT-000354,2026-02-17,2026-02-17 13:45,CAR-018,Ridgeline Shipping,8,B,small,1,21,PO-441833,standard
APT-000355,2026-02-17,2026-02-17 11:30,CAR-020,Titan Transport,4,B,medium,26,62,PO-601840,standard
APT-000356,2026-02-17,2026-02-17 12:45,CAR-029,Crest Transport,9,C,small,1,38,PO-437197,expedited
APT-000357,2026-02-17,2026-02-17 10:15,CAR-023,Western Freight,3,D,medium,15,46,PO-905995,expedited
APT-000358,2026-02-18,2026-02-18 13:30,CAR-020,Titan Transport,10,D,large,49,78,PO-929814,standard
APT-000359,2026-02-18,2026-02-18 19:45,CAR-004,Delta Haulers,5,D,medium,21,64,PO-424885,standard
APT-000360,2026-02-18,2026-02-18 12:15,CAR-027,Atlas Logistics,10,C,small,8,24,PO-609661,standard
APT-000361,2026-02-18,2026-02-18 10:45,CAR-023,Western Freight,10,A,medium,17,37,PO-348150,standard
APT-000362,2026-02-18,2026-02-18 14:45,CAR-002,Blue Ridge Logistics,6,D,large,41,63,PO-607871,standard
APT-000363,2026-02-18,2026-02-18 21:00,CAR-023,Western Freight,9,D,large,31,95,PO-135947,standard
APT-000364,2026-02-18,2026-02-18 09:30,CAR-011,Keystone Transit,3,A,medium,21,52,PO-396794,expedited
APT-000365,2026-02-18,2026-02-18 14:45,CAR-004,Delta Haulers,2,A,large,44,90,PO-449265,standard
APT-000366,2026-02-18,2026-02-18 15:30,CAR-001,Apex Freight,1,C,small,9,28,PO-437384,standard
APT-000367,2026-02-18,2026-02-18 08:00,CAR-007,Global Supply Inc,1,B,small,2,39,PO-769222,hot
APT-000368,2026-02-18,2026-02-18 15:30,CAR-003,Coastal Transit Co,10,C,large,49,79,PO-858357,standard
APT-000369,2026-02-18,2026-02-18 07:30,CAR-006,Freightliner Prime,4,C,large,37,94,PO-603979,standard
APT-000370,2026-02-18,2026-02-18 09:30,CAR-027,Atlas Logistics,2,C,large,48,86,PO-713179,standard
APT-000371,2026-02-18,2026-02-18 13:00,CAR-020,Titan Transport,2,B,small,7,34,PO-947489,standard
APT-000372,2026-02-18,2026-02-18 07:45,CAR-012,Lodestar Freight,6,B,medium,23,47,PO-951601,standard
APT-000373,2026-02-18,2026-02-18 14:45,CAR-011,Keystone Transit,4,B,small,8,40,PO-983478,standard
APT-000374,2026-02-18,2026-02-18 13:00,CAR-001,Apex Freight,5,C,medium,14,39,PO-998691,standard
APT-000375,2026-02-18,2026-02-18 16:30,CAR-020,Titan Transport,6,B,medium,14,55,PO-712480,standard
APT-000376,2026-02-18,2026-02-18 09:30,CAR-013,Meridian Movers,3,C,small,5,33,PO-307744,standard
APT-000377,2026-02-18,2026-02-18 14:30,CAR-001,Apex Freight,4,C,medium,23,47,PO-874963,standard
APT-000378,2026-02-18,2026-02-18 18:45,CAR-021,UnionLine Co,3,C,large,29,79,PO-646599,expedited
APT-000379,2026-02-18,2026-02-18 12:45,CAR-024,Xenith Shipping,3,A,large,44,75,PO-288310,standard
APT-000380,2026-02-18,2026-02-18 17:15,CAR-017,Quantum Freight,3,B,medium,24,38,PO-849347,expedited
APT-000381,2026-02-19,2026-02-19 13:30,CAR-015,Omega Transport,7,A,medium,23,59,PO-684699,expedited
APT-000382,2026-02-19,2026-02-19 13:45,CAR-023,Western Freight,2,A,medium,22,64,PO-761636,hot
APT-000383,2026-02-19,2026-02-19 17:30,CAR-028,Beacon Express,2,B,large,29,78,PO-882815,hot
APT-000384,2026-02-19,2026-02-19 10:00,CAR-006,Freightliner Prime,2,D,medium,19,44,PO-310250,hot
APT-000385,2026-02-19,2026-02-19 13:00,CAR-010,Juno Carriers,10,B,large,34,74,PO-986260,standard
APT-000386,2026-02-19,2026-02-19 09:15,CAR-029,Crest Transport,2,B,large,49,77,PO-729423,standard
APT-000387,2026-02-19,2026-02-19 10:00,CAR-009,Ironside Shipping,2,D,large,39,59,PO-867819,hot
APT-000388,2026-02-19,2026-02-19 14:00,CAR-016,Pacific Haul,5,B,small,3,32,PO-221225,standard
APT-000389,2026-02-19,2026-02-19 08:30,CAR-025,Yukon Haulers,4,C,large,41,76,PO-339158,standard
APT-000390,2026-02-19,2026-02-19 10:45,CAR-004,Delta Haulers,2,D,large,48,98,PO-790207,hot
APT-000391,2026-02-19,2026-02-19 10:45,CAR-023,Western Freight,10,A,large,34,93,PO-879720,standard
APT-000392,2026-02-19,2026-02-19 12:30,CAR-016,Pacific Haul,9,A,small,2,32,PO-831969,expedited
APT-000393,2026-02-19,2026-02-19 12:15,CAR-015,Omega Transport,5,B,large,37,85,PO-935032,standard
APT-000394,2026-02-19,2026-02-19 10:45,CAR-023,Western Freight,4,C,small,9,34,PO-765809,expedited
APT-000395,2026-02-19,2026-02-19 12:00,CAR-005,Eastern Express,10,B,large,36,67,PO-428160,expedited
APT-000396,2026-02-19,2026-02-19 09:45,CAR-001,Apex Freight,9,A,medium,21,64,PO-235071,expedited
APT-000397,2026-02-19,2026-02-19 12:45,CAR-027,Atlas Logistics,2,B,large,29,83,PO-479781,standard
APT-000398,2026-02-19,2026-02-19 08:45,CAR-018,Ridgeline Shipping,10,A,medium,11,35,PO-471815,hot
APT-000399,2026-02-19,2026-02-19 19:30,CAR-030,Drift Logistics,3,B,medium,26,54,PO-254866,standard
APT-000400,2026-02-19,2026-02-19 17:45,CAR-019,Summit Logistics,3,C,small,6,39,PO-158955,expedited
APT-000401,2026-02-19,2026-02-19 20:00,CAR-013,Meridian Movers,8,D,large,42,81,PO-200195,standard
APT-000402,2026-02-19,2026-02-19 14:45,CAR-016,Pacific Haul,5,B,large,39,58,PO-204365,expedited
APT-000403,2026-02-20,2026-02-20 13:15,CAR-028,Beacon Express,1,C,medium,20,59,PO-516561,hot
APT-000404,2026-02-20,2026-02-20 06:00,CAR-029,Crest Transport,1,A,medium,26,61,PO-664307,hot
APT-000405,2026-02-20,2026-02-20 16:30,CAR-006,Freightliner Prime,4,B,large,27,91,PO-888951,standard
APT-000406,2026-02-20,2026-02-20 12:00,CAR-020,Titan Transport,1,B,medium,17,59,PO-460250,standard
APT-000407,2026-02-20,2026-02-20 09:15,CAR-010,Juno Carriers,4,A,large,32,68,PO-571305,expedited
APT-000408,2026-02-20,2026-02-20 14:15,CAR-001,Apex Freight,6,C,small,10,23,PO-574595,expedited
APT-000409,2026-02-20,2026-02-20 13:00,CAR-001,Apex Freight,4,D,large,37,84,PO-157092,standard
APT-000410,2026-02-20,2026-02-20 15:30,CAR-004,Delta Haulers,2,D,medium,23,35,PO-375596,expedited
APT-000411,2026-02-20,2026-02-20 12:30,CAR-020,Titan Transport,1,B,small,5,23,PO-147959,expedited
APT-000412,2026-02-20,2026-02-20 12:30,CAR-016,Pacific Haul,1,B,large,49,100,PO-871240,standard
APT-000413,2026-02-20,2026-02-20 17:15,CAR-020,Titan Transport,8,A,small,8,21,PO-126733,standard
APT-000414,2026-02-20,2026-02-20 11:15,CAR-005,Eastern Express,2,A,medium,18,50,PO-749150,standard
APT-000415,2026-02-20,2026-02-20 13:00,CAR-019,Summit Logistics,4,B,large,27,82,PO-484502,standard
APT-000416,2026-02-20,2026-02-20 10:30,CAR-015,Omega Transport,6,A,medium,23,41,PO-830016,expedited
APT-000417,2026-02-20,2026-02-20 11:45,CAR-011,Keystone Transit,9,B,large,39,81,PO-886493,standard
APT-000418,2026-02-20,2026-02-20 07:00,CAR-009,Ironside Shipping,3,B,small,10,23,PO-707308,standard
APT-000419,2026-02-20,2026-02-20 10:15,CAR-017,Quantum Freight,10,B,small,9,38,PO-460055,hot
APT-000420,2026-02-20,2026-02-20 17:00,CAR-019,Summit Logistics,2,A,large,50,80,PO-159603,expedited
APT-000421,2026-02-20,2026-02-20 21:00,CAR-005,Eastern Express,9,B,large,47,62,PO-336846,standard
APT-000422,2026-02-20,2026-02-20 16:15,CAR-026,Zenith Transit,7,A,small,6,26,PO-755162,hot
APT-000423,2026-02-20,2026-02-20 11:45,CAR-020,Titan Transport,1,C,large,46,58,PO-929575,expedited
APT-000424,2026-02-21,2026-02-21 08:15,CAR-010,Juno Carriers,6,A,small,8,24,PO-919967,expedited
APT-000425,2026-02-21,2026-02-21 14:15,CAR-021,UnionLine Co,5,A,small,9,26,PO-196270,standard
APT-000426,2026-02-21,2026-02-21 17:45,CAR-027,Atlas Logistics,2,D,medium,25,41,PO-577986,standard
APT-000427,2026-02-21,2026-02-21 08:45,CAR-006,Freightliner Prime,5,B,medium,16,59,PO-512516,standard
APT-000428,2026-02-21,2026-02-21 13:15,CAR-030,Drift Logistics,1,A,small,5,27,PO-399758,standard
APT-000429,2026-02-21,2026-02-21 11:15,CAR-019,Summit Logistics,7,B,medium,21,59,PO-280615,standard
APT-000430,2026-02-21,2026-02-21 08:15,CAR-009,Ironside Shipping,3,C,large,44,81,PO-527748,standard
APT-000431,2026-02-21,2026-02-21 13:00,CAR-010,Juno Carriers,4,C,large,45,97,PO-140313,standard
APT-000432,2026-02-21,2026-02-21 09:30,CAR-030,Drift Logistics,5,B,large,36,61,PO-324630,standard
APT-000433,2026-02-21,2026-02-21 15:45,CAR-012,Lodestar Freight,3,A,medium,12,63,PO-132357,expedited
APT-000434,2026-02-21,2026-02-21 17:45,CAR-006,Freightliner Prime,4,C,small,4,25,PO-173818,expedited
APT-000435,2026-02-21,2026-02-21 17:45,CAR-006,Freightliner Prime,10,C,small,8,29,PO-262884,standard
APT-000436,2026-02-21,2026-02-21 06:00,CAR-030,Drift Logistics,8,B,large,37,57,PO-311427,standard
APT-000437,2026-02-22,2026-02-22 12:45,CAR-030,Drift Logistics,7,C,medium,26,53,PO-954673,standard
APT-000438,2026-02-22,2026-02-22 15:45,CAR-029,Crest Transport,2,B,small,10,22,PO-729811,expedited
APT-000439,2026-02-22,2026-02-22 09:00,CAR-011,Keystone Transit,5,B,large,27,68,PO-757250,standard
APT-000440,2026-02-22,2026-02-22 09:30,CAR-002,Blue Ridge Logistics,8,A,small,5,32,PO-317143,expedited
APT-000441,2026-02-23,2026-02-23 15:15,CAR-008,Horizon Logistics,6,A,medium,25,51,PO-694045,expedited
APT-000442,2026-02-23,2026-02-23 06:30,CAR-010,Juno Carriers,9,C,medium,15,42,PO-685882,standard
APT-000443,2026-02-23,2026-02-23 08:15,CAR-016,Pacific Haul,7,A,medium,17,46,PO-271828,expedited
APT-000444,2026-02-23,2026-02-23 14:00,CAR-011,Keystone Transit,9,A,small,4,38,PO-837924,standard
APT-000445,2026-02-23,2026-02-23 13:30,CAR-024,Xenith Shipping,1,A,small,7,34,PO-859060,expedited
APT-000446,2026-02-23,2026-02-23 10:30,CAR-012,Lodestar Freight,3,D,medium,22,65,PO-763091,standard
APT-000447,2026-02-23,2026-02-23 16:15,CAR-004,Delta Haulers,3,B,medium,21,47,PO-698207,standard
APT-000448,2026-02-23,2026-02-23 14:45,CAR-011,Keystone Transit,8,B,large,38,72,PO-519951,hot
APT-000449,2026-02-23,2026-02-23 11:45,CAR-014,Northstar Logistics,1,A,medium,13,51,PO-407968,expedited
APT-000450,2026-02-23,2026-02-23 10:00,CAR-018,Ridgeline Shipping,2,B,large,28,92,PO-388328,standard
APT-000451,2026-02-23,2026-02-23 08:00,CAR-015,Omega Transport,9,B,small,6,23,PO-616123,expedited
APT-000452,2026-02-23,2026-02-23 13:00,CAR-003,Coastal Transit Co,4,B,large,52,85,PO-625388,standard
APT-000453,2026-02-23,2026-02-23 12:45,CAR-013,Meridian Movers,5,A,medium,18,65,PO-228843,hot
APT-000454,2026-02-23,2026-02-23 13:45,CAR-019,Summit Logistics,8,B,large,45,79,PO-247042,standard
APT-000455,2026-02-23,2026-02-23 13:00,CAR-007,Global Supply Inc,7,D,small,8,20,PO-555617,standard
APT-000456,2026-02-23,2026-02-23 21:15,CAR-018,Ridgeline Shipping,9,A,large,47,67,PO-798267,standard
APT-000457,2026-02-23,2026-02-23 17:45,CAR-027,Atlas Logistics,10,D,large,52,82,PO-352363,standard
APT-000458,2026-02-23,2026-02-23 19:00,CAR-008,Horizon Logistics,10,C,medium,24,48,PO-132967,standard
